ID,date,confirmed,deaths,d_confirmed,d_deaths
US,2021-08-19,37497512,626357,154374,1781
US,2021-08-20,37737515,627837,240003,1480
US,2021-08-21,37820006,628389,82491,552
US,2021-08-22,37860153,628569,40147,180
US,2021-08-23,38083171,629930,223018,1361
US,2021-08-24,38238235,631352,155064,1422
US,2021-08-25,38410653,632842,172418,1490
US,2021-08-26,38598306,635063,187653,2221
US,2021-08-27,38836759,636786,238453,1723
US,2021-08-28,38909635,637419,72876,633
US,2021-08-29,38955241,637708,45606,289
US,2021-08-30,39194754,639441,239513,1733
US,2021-08-31,39375000,640884,180246,1443
US,2021-09-01,39571631,642918,196631,2034
US,2021-09-02,39747472,645871,175841,2953
US,2021-09-03,39984773,647840,237301,1969
US,2021-09-04,40061889,648475,77116,635
US,2021-09-05,40114108,648871,52219,396
US,2021-09-06,40194633,649470,80525,599
US,2021-09-07,40436859,651550,242226,2080
US,2021-09-08,40614759,653829,177900,2279
US,2021-09-09,40780170,657113,165411,3284
US,2021-09-10,41012435,659543,232265,2430
US,2021-09-11,41090540,660336,78105,793
US,2021-09-12,41135451,660672,44911,336
US,2021-09-13,41370662,662828,235211,2156
US,2021-09-14,41513312,664758,142650,1930
US,2021-09-15,41689632,667524,176320,2766
US,2021-09-16,41846554,670985,156922,3461
US,2021-09-17,42057136,673431,210582,2446
US,2021-09-18,42128437,674395,71301,964
US,2021-09-19,42171609,674742,43172,347
US,2021-09-20,42350868,677028,179259,2286
US,2021-09-21,42467912,679383,117044,2355
US,2021-09-22,42604495,682229,136583,2846
US,2021-09-23,42732053,685496,127558,3267
US,2021-09-24,42908587,687980,176534,2484
US,2021-09-25,42967561,688770,58974,790
US,2021-09-26,43019802,689319,52241,549
US,2021-09-27,43179552,691623,159750,2304
US,2021-09-28,43292252,694185,112700,2562
US,2021-09-29,43413188,696798,120936,2613
US,2021-09-30,43524513,699596,111325,2798
US,2021-10-01,43679111,701733,154598,2137
US,2021-10-02,43726103,702527,46992,794
US,2021-10-03,43769694,703026,43591,499
US,2021-10-04,43915143,704986,145449,1960
US,2021-10-05,44010507,706893,95364,1907
US,2021-10-06,44123475,709524,112968,2631
US,2021-10-07,44224922,712004,101447,2480
US,2021-10-08,44356634,713838,131712,1834
US,2021-10-09,44394327,714261,37693,423
US,2021-10-10,44433229,714729,38902,468
US,2021-10-11,44530708,715831,97479,1102
US,2021-10-12,44641837,718184,111129,2353
US,2021-10-13,44750676,721411,108839,3227
US,2021-10-14,44837651,723554,86975,2143
US,2021-10-15,44947486,725381,109835,1827
US,2021-10-16,44986715,725907,39229,526
US,2021-10-17,45017786,726361,31071,454
US,2021-10-18,45117800,728105,100014,1744
US,2021-10-19,45199073,730243,81273,2138
US,2021-10-20,45291007,733446,91934,3203
US,2021-10-21,45368913,735434,77906,1988
US,2021-10-22,45465285,737331,96372,1897
US,2021-10-23,45497110,737871,31825,540
US,2021-10-24,45515670,738116,18560,245
US,2021-10-25,45626783,739530,111113,1414
US,2021-10-26,45695992,741148,69209,1618
US,2021-10-27,45798357,743226,102365,2078
US,2021-10-28,45874099,745069,75742,1843
US,2021-10-29,45969217,746806,95118,1737
US,2021-10-30,46003072,747170,33855,364
US,2021-10-31,46035090,747403,32018,233
US,2021-11-01,46146553,748653,111463,1250
US,2021-11-02,46217501,749938,70948,1285
US,2021-11-03,46302844,751905,85343,1967
US,2021-11-04,46384567,753115,81723,1210
US,2021-11-05,46481246,755239,96679,2124
US,2021-11-06,46515849,755700,34603,461
US,2021-11-07,46552151,755888,36302,188
US,2021-11-08,46661178,757104,109027,1216
US,2021-11-09,46741136,758591,79958,1487
US,2021-11-10,46836840,760276,95704,1685
US,2021-11-11,46893502,761136,56662,860
US,2021-11-12,47038316,763627,144814,2491
US,2021-11-13,47081814,764184,43498,557
US,2021-11-14,47113024,764374,31210,190
US,2021-11-15,47247835,765646,134811,1272
US,2021-11-16,47334892,766986,87057,1340
US,2021-11-17,47447575,768671,112683,1685
US,2021-11-18,47557751,769998,110176,1327
US,2021-11-19,47684660,771806,126909,1808
US,2021-11-20,47729452,772256,44792,450
US,2021-11-21,47768682,772455,39230,199
US,2021-11-22,47914330,773693,145648,1238
US,2021-11-23,48005609,775072,91279,1379
US,2021-11-24,48117137,776824,111528,1752
US,2021-11-25,48156190,777292,39053,468
US,2021-11-26,48208884,777660,52694,368
US,2021-11-27,48234877,777971,25993,311
US,2021-11-28,48277371,778199,42494,228
US,2021-11-29,48465081,780124,187710,1925
US,2021-11-30,48582403,781652,117322,1528
US,2021-12-01,48719359,783765,136956,2113
US,2021-12-02,48858566,787672,139207,3907
US,2021-12-03,49017183,789308,158617,1636
US,2021-12-04,49082762,789976,65579,668
US,2021-12-05,49137046,790318,54284,342
US,2021-12-06,49316537,791669,179491,1351
US,2021-12-07,49429775,793374,113238,1705
US,2021-12-08,49579447,795198,149672,1824
US,2021-12-09,49701905,796730,122458,1532
US,2021-12-10,49862606,798567,160701,1837
US,2021-12-11,49918462,799163,55856,596
US,2021-12-12,49969788,799494,51326,331
US,2021-12-13,50156869,800895,187081,1401
US,2021-12-14,50271693,802418,114824,1523
US,2021-12-15,50415278,804709,143585,2291
US,2021-12-16,50556922,805985,141644,1276
US,2021-12-17,50749762,807843,192840,1858
US,2021-12-18,50827605,808486,77843,643
US,2021-12-19,50915531,808753,87926,267
US,2021-12-20,51158095,810322,242564,1569
US,2021-12-21,51336849,812292,178754,1970
US,2021-12-22,51578360,814434,241511,2142
US,2021-12-23,51848868,817931,270508,3497
US,2021-12-24,52092935,818622,244067,691
US,2021-12-25,52175782,818832,82847,210
US,2021-12-26,52352671,819029,176889,197
US,2021-12-27,52861752,820921,509081,1892
US,2021-12-28,53218549,823325,356797,2404
US,2021-12-29,53718001,825643,499452,2318
US,2021-12-30,54307432,827184,589431,1541
US,2021-12-31,54810020,827893,502588,709
US,2022-01-01,54991242,828278,181222,385
US,2022-01-02,55269297,828633,278055,355
US,2022-01-03,56345482,830477,1076185,1844
US,2022-01-04,57151319,832786,805837,2309
US,2022-01-05,57796318,834929,644999,2143
US,2022-01-06,58611405,836933,815087,2004
US,2022-01-07,59467773,839296,856368,2363
US,2022-01-08,59853999,840101,386226,805
US,2022-01-09,60329998,840646,475999,545
US,2022-01-10,61698165,842623,1368167,1977
US,2022-01-11,62467629,845055,769464,2432
US,2022-01-12,63377110,847968,909481,2913
US,2022-01-13,64217715,850293,840605,2325
US,2022-01-14,65077242,852823,859527,2530
US,2022-01-15,65471628,853771,394386,948
US,2022-01-16,65939962,854482,468334,711
US,2022-01-17,66601597,855483,661635,1001
US,2022-01-18,67714789,858074,1113192,2591
US,2022-01-19,68713434,862025,998645,3951
US,2022-01-20,69424455,864751,711021,2726
US,2022-01-21,70247445,867993,822990,3242
US,2022-01-22,70534163,868951,286718,958
US,2022-01-23,70890394,869628,356231,677
US,2022-01-24,71793612,871731,903218,2103
US,2022-01-25,72271733,874845,478121,3114
US,2022-01-26,73000609,879016,728876,4171
US,2022-01-27,73489028,881478,488419,2462
US,2022-01-28,74090537,885445,601509,3967
US,2022-01-29,74260076,886590,169539,1145
US,2022-01-30,74452942,886992,192866,402
US,2022-01-31,74984166,889490,531224,2498
US,2022-02-01,75398697,893214,414531,3724
US,2022-02-02,75725835,896862,327138,3648
US,2022-02-03,75979161,899191,253326,2329
US,2022-02-04,76350319,903410,371158,4219
US,2022-02-05,76454925,904336,104606,926
US,2022-02-06,76535524,904766,80599,430
US,2022-02-07,76874772,907727,339248,2961
US,2022-02-08,77097743,910686,222971,2959
US,2022-02-09,77286583,914166,188840,3480
US,2022-02-10,77458693,917378,172110,3212
US,2022-02-11,77669212,920024,210519,2646
US,2022-02-12,77724643,920871,55431,847
US,2022-02-13,77781653,921344,57010,473
US,2022-02-14,77946346,924147,164693,2803
US,2022-02-15,78062381,926768,116035,2621
US,2022-02-16,78178492,929877,116111,3109
US,2022-02-17,78280553,933121,102061,3244
US,2022-02-18,78426873,935595,146320,2474
US,2022-02-19,78460557,936244,33684,649
US,2022-02-20,78482689,936642,22132,398
US,2022-02-21,78563844,937500,81155,858
US,2022-02-22,78655041,939613,91197,2113
US,2022-02-23,78738942,942443,83901,2830
US,2022-02-24,78806291,945385,67349,2942
US,2022-02-25,78881159,947659,74868,2274
US,2022-02-26,78929797,948457,48638,798
US,2022-02-27,78947866,948639,18069,182
US,2022-02-28,79044330,950732,96464,2093
US,2022-03-01,79091361,952423,47031,1691
